source_id	locator	title	author	k_route	availability	evidence_path	duplicate_group
wechat-87a744cc8c84	vault:processed/微信知识库/奔向自由的果/02_图解经营分析/【图解财务干货】从“算账”到“赚钱”：什么是真正的经营分析？.md	【图解财务干货】从“算账”到“赚钱”：什么是真正的经营分析？		K4	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-87af376727f7	vault:processed/微信知识库/数据熊/04_经营分析/2026-03-27 2026年1季度经营分析报告.md	2026年1季度经营分析报告		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-87c80a4b5ed1	vault:processed/微信知识库/木木自由/01_数据分析必备/2024-11-20 数据安全指南：数据管理方法论、场景化大数据管理顶层架构设计、落地实践··（附相关资料下载）.md	数据安全指南：数据管理方法论、场景化大数据管理顶层架构设计、落地实践··（附相关资料下载）		K4+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-87de0f39909c	vault:processed/微信知识库/宸帆海财会咨询服务/10_财务/2025-05-09 超实用！财会工作中常用的50个公式.md	超实用！财会工作中常用的50个公式		K3+K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8808b5b3fc5b	vault:processed/微信知识库/奔向自由的果/02_图解经营分析/【财务预算管理干货图解】从“要钱”到“赚钱”：如何用全面预算让公司多赚钱？.md	【财务预算管理干货图解】从“要钱”到“赚钱”：如何用全面预算让公司多赚钱？		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-88f2d9810b32	vault:processed/微信知识库/木木自由/01_数据分析必备/2025-03-21 商业分析工具：战略分析与规划工具(精品)附商业模型大全337页PPT下载.md	商业分析工具：战略分析与规划工具(精品)附商业模型大全337页PPT下载		K4+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8977821192c9	vault:processed/微信知识库/数据熊/02_财务管理/2025-05-16 融资方案，这样设计更专业（附PPT模板）.md	融资方案，这样设计更专业（附PPT模板）		K1+K3+K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-897aa2fd8314	vault:processed/微信知识库/奔向自由的果/01_报表模板与看板/2026-09-03 资金授权 与 审批权限分级管理 制度文件.md	资金授权 与 审批权限分级管理 制度文件		K5	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-89a5ad96f295	vault:processed/微信知识库/木木自由/07_数据分析/2024-03-07 数据要素行业深度报告：新型生产要素，新增长引擎【66页 附下载】.md	数据要素行业深度报告：新型生产要素，新增长引擎【66页 附下载】		K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-89af0af0eef3	vault:processed/微信知识库/数据分析不是个事儿/01_数据分析/2024-09-07 人事数据分析入门篇：这是我见过最牛的员工离职分析模板，直接套用！.md	人事数据分析入门篇：这是我见过最牛的员工离职分析模板，直接套用！		K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-89e96c30b69b	vault:processed/微信知识库/宸帆海财会咨询服务/04_汇算清缴/2025-03-13 别错过！2024个税汇算30问，多退少补就现在.md	别错过！2024个税汇算30问，多退少补就现在		K4+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-89f88c712457	vault:processed/微信知识库/宸帆海财会咨询服务/01_会计/2025-10-17 成本会计必知工作流程.md	成本会计必知工作流程		K1+K3+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8a65f2b85632	vault:processed/微信知识库/木木自由/01_数据分析必备/2025-04-22 《财务分析之应收账款分析指南》：关键指标、分析维度、基本思路与企业管理应用.md	《财务分析之应收账款分析指南》：关键指标、分析维度、基本思路与企业管理应用		K2+K3+K4+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8a73181434a6	vault:processed/微信知识库/木木自由/01_数据分析必备/2024-05-09 财务分析模型：杜邦财务分析、盈亏平衡分析、财务报表分析···等模型【51页 附下载】.md	财务分析模型：杜邦财务分析、盈亏平衡分析、财务报表分析···等模型【51页  附下载】		K2+K4+K6+K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8ab7711c6915	vault:processed/微信知识库/木木自由/01_数据分析必备/2024-12-19 数据资产管理学习指南：实操宝典、管理制度、知识地图···成就数据价值.md	数据资产管理学习指南：实操宝典、管理制度、知识地图···成就数据价值		K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8ac4eb0d1897	vault:processed/微信知识库/木木自由/01_数据分析必备/2021-06-13 【原创】互联网行业数据分析通识（中）.md	【原创】互联网行业数据分析通识（中）		K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8ad361c7f855	vault:processed/微信知识库/奔向自由的果/02_图解经营分析/【财务经营分析干货图解】从管全局到盯关键：经营分析实战指南.md	【财务经营分析干货图解】从管全局到盯关键：经营分析实战指南		K3+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8af68ebfdad3	vault:processed/微信知识库/宸帆海财会咨询服务/03_出口退税/2025-04-19 划重点！外贸企业出口退税全流程.md	划重点！外贸企业出口退税全流程		K4+K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8b2389059d08	vault:processed/微信知识库/数据熊/01_财务分析/2025-05-30 净赚109亿元，京东集团2025年1季度财报拆解.md	净赚109亿元，京东集团2025年1季度财报拆解		K1+K2+K3+K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8b74eec337fb	vault:processed/微信知识库/木木自由/02_数据说/2021-10-31 如何通过数据分析提升新用户激活.md	如何通过数据分析提升新用户激活		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8bb60bd3ffc8	vault:processed/微信知识库/奔向自由的果/02_图解经营分析/【图解财务】经营分析的核心：经营分析的“问题拆解术”.md	【图解财务】经营分析的核心：经营分析的“问题拆解术”		K4	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8bdf0fe7af07	vault:processed/微信知识库/奔向自由的果/01_报表模板与看板/2026-04-20 财务报表分析—月度结账全流程进度监控看板（PPT+EXCEL看板）.md	财务报表分析—月度结账全流程进度监控看板（PPT+EXCEL看板）		K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8be5278a9f05	vault:processed/微信知识库/木木自由/01_数据分析必备/2024-09-04 成本分析怎么做？都包含什么，分析什么？ 成本分析体系、思路、分析方法···（附相关材料下载）.md	成本分析怎么做？都包含什么，分析什么？ 成本分析体系、思路、分析方法···（附相关材料下载）		K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8c0523d567e9	vault:processed/微信知识库/宸帆海财会咨询服务/03_出口退税/2025-04-03 速看！新政发布，财务必知的应征税出口核心要点.md	速看！新政发布，财务必知的应征税出口核心要点		K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8c136a25b2a4	vault:processed/微信知识库/宸帆海财会咨询服务/01_会计/2025-04-14 必藏！公转私20种安全操作，远离税务风险.md	必藏！公转私20种安全操作，远离税务风险		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8c3479d28887	vault:processed/微信知识库/宸帆海财会咨询服务/09_税务/2025-02-19 别让财税漏洞拖垮企业！一文读懂合规经营的核心策略.md	别让财税漏洞拖垮企业！一文读懂合规经营的核心策略		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8c3f648d4b5d	vault:processed/微信知识库/数据分析不是个事儿/01_数据分析/2024-10-30 这次彻底把指标体系讲清楚了！.md	这次彻底把指标体系讲清楚了！		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8c418a958f9c	vault:processed/微信知识库/数据熊/02_财务管理/2025-01-23 成本管控的底层逻辑——如何从“节流”到“创效”.md	成本管控的底层逻辑——如何从“节流”到“创效”		K2+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8c54c8c46703	vault:processed/微信知识库/数研复盘狮/2026-08-30 8月毛利润与净利润分析报告 （第二版）.md	8月毛利润与净利润分析报告  （第二版）		K2+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8ceec0985f5c	vault:processed/微信知识库/数据分析不是个事儿/01_数据分析/2024-11-04 最全的电商数据分析指标体系详解！再不收藏就来不及了！.md	最全的电商数据分析指标体系详解！再不收藏就来不及了！		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8d1fec146096	vault:processed/微信知识库/数据熊/02_财务管理/2026-04-06 2026年1季度财务工作总结.pptx.md	2026年1季度财务工作总结.pptx		K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8d22a24b4697	vault:processed/微信知识库/数据分析不是个事儿/01_数据分析/2024-10-09 一文教会小白上手财务分析！.md	一文教会小白上手财务分析！		K1+K2+K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8d47777bc0fe	vault:processed/微信知识库/宸帆海财会咨询服务/09_税务/2025-04-04 别再心存侥幸！2025税务稽查来袭，7步自查保平安.md	别再心存侥幸！2025税务稽查来袭，7步自查保平安		K4+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8d65b5052085	vault:processed/微信知识库/奔向自由的果/03_财务职场进阶/2025-11-30 “业财融合”或许是个伪命题.md	“业财融合”或许是个伪命题		K3+K4+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8d723542a7a1	vault:processed/微信知识库/宸帆海财会咨询服务/04_汇算清缴/2025-05-05 必知！企业所得税汇算清缴常用27组会计分录.md	必知！企业所得税汇算清缴常用27组会计分录		K1+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8daa069ae767	vault:processed/微信知识库/数据分析不是个事儿/01_数据分析/2025-04-02 你还不会看直播数据 千万级电商操盘手都在用的流量转化秘诀！.md	你还不会看直播数据?千万级电商操盘手都在用的流量转化秘诀！		K2+K4	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8db7e02c90c6	vault:processed/微信知识库/奔向自由的果/01_报表模板与看板/2026-07-25 财务经营分析报表看板—成本费用明细与管控分析报表.md	财务经营分析报表看板—成本费用明细与管控分析报表		K4+K5+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8dbcdc8028ff	vault:processed/微信知识库/木木自由/01_数据分析必备/2025-02-25 「财务分析指标大全，从公式到实战核心指标解析与应用指南」财务核心指标全流程解析与应用场景（含 Excel 计算模板）.md	「财务分析指标大全，从公式到实战核心指标解析与应用指南」财务核心指标全流程解析与应用场景（含 Excel 计算模板）		K2+K3+K4+K6+K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8dc38e4c1373	vault:processed/微信知识库/数据分析不是个事儿/01_数据分析/2025-01-17 最全的电商数据分析指标体系详解！再不收藏就来不及了！.md	最全的电商数据分析指标体系详解！再不收藏就来不及了！		K4+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8ddb39fa3bd8	vault:processed/微信知识库/宸帆海财会咨询服务/07_财务报表/2024-10-16 财务数据分析的指标主要有哪些？.md	财务数据分析的指标主要有哪些？		K1+K2+K3+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8e066178985c	vault:processed/微信知识库/数据分析不是个事儿/04_数据分析师/2025-06-17 零基础入行数据分析：如何用1年实现月薪5万？.md	零基础入行数据分析：如何用1年实现月薪5万？		K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8e1424d9aec5	vault:processed/微信知识库/数据熊/04_经营分析/2025-11-19 从 0 到 1 搭建经营分析体系（附实操手册）.md	从 0 到 1 搭建经营分析体系（附实操手册）		K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8e19d191b78b	vault:processed/微信知识库/数据分析不是个事儿/01_数据分析/2025-01-16 竞品分析怎么做？总结7个常用的竞品分析模型！.md	竞品分析怎么做？总结7个常用的竞品分析模型！		K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8e25db48f9cf	vault:processed/微信知识库/宸帆海财会咨询服务/01_会计/2024-05-16 新式代账与传统代账的对比优势有哪些？.md	新式代账与传统代账的对比优势有哪些？		K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8ee9c5046240	vault:processed/微信知识库/木木自由/01_数据分析必备/2025-03-18 战略管理分析工具汇总（116页 PPT）.md	战略管理分析工具汇总（116页 PPT）		K4+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8f03b172b500	vault:processed/微信知识库/奔向自由的果/02_图解经营分析/【财务资金管理干货图解】资金预算的资源整合：这套预算法让你的企业 钱够花、花得值.md	"【财务资金管理干货图解】资金预算的资源整合：这套预算法让你的企业""钱够花、花得值"		K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8f05a38dbd7e	vault:processed/微信知识库/木木自由/01_数据分析必备/2024-04-18 经营分析：经营预测分析指南（包括销售预测、成本预测、利润预测以及资金需求量预测···）【51页 附下载】.md	经营分析：经营预测分析指南（包括销售预测、成本预测、利润预测以及资金需求量预测···）【51页  附下载】		K1+K2+K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8f10a7bd5064	vault:processed/微信知识库/木木自由/01_数据分析必备/2025-03-11 《电商行业数据治理指南》：抖音、快手、阿里等电商行业数据治理案例····.md	《电商行业数据治理指南》：抖音、快手、阿里等电商行业数据治理案例····		K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8f13dc72c1cb	vault:processed/微信知识库/木木自由/01_数据分析必备/2023-10-09 干货 8个必知必会的统计学基础概念，让你的数据分析更“精准”！（附资料下载）.md	干货 | 8个必知必会的统计学基础概念，让你的数据分析更“精准”！（附资料下载）		K4+K5+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8f47fcc3e1b7	vault:processed/微信知识库/宸帆海财会咨询服务/01_会计/2025-01-18 企业工商年报操作指南！.md	企业工商年报操作指南！		K1+K4+K6+K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8f76d9a5b3b4	vault:processed/微信知识库/宸帆海财会咨询服务/01_会计/2025-03-21 速看！2024年度个税汇算退税失败的10大原因.md	速看！2024年度个税汇算退税失败的10大原因		K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8f89ab837267	vault:processed/微信知识库/数据熊/2026-08-19 2026年7月生产运营分析报告.pptx.md	2026年7月生产运营分析报告.pptx		K4	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8f9e05ee3961	vault:processed/微信知识库/数据熊/04_经营分析/2025-12-03 经营分析，要先到一线，再回到数据.md	经营分析，要先到一线，再回到数据		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8fa44a4559e4	vault:processed/微信知识库/木木自由/01_数据分析必备/2025-02-27 《构建电商数据指标体系指南》：电商数据分析最全ppt全套学习教程最新（333页 PPT）.md	《构建电商数据指标体系指南》：电商数据分析最全ppt全套学习教程最新（333页 PPT）		K4+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8fc1085d259a	vault:processed/微信知识库/数据熊/04_经营分析/2025-12-28 经营分析报告，要交付的不是数据，而是决策.md	经营分析报告，要交付的不是数据，而是决策		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-8fc9a4867de7	vault:processed/微信知识库/数据分析不是个事儿/01_数据分析/2025-11-28 数据分析流程不清？一图理清这六大核心环节！.md	数据分析流程不清？一图理清这六大核心环节！		K2+K4	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-900148b90e4d	vault:processed/微信知识库/木木自由/01_数据分析必备/2024-04-20 第一性原理、结构化思维、经营分析会 经营预测分析指南、财务分析 机器学习 数据分类分级指南、AI大模型研究框架··· 本周精华.md	第一性原理、结构化思维、经营分析会/经营预测分析指南、财务分析/机器学习/数据分类分级指南、AI大模型研究框架···| 本周精华		K4+K6+K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-9019d53dd93c	vault:processed/微信知识库/奔向自由的果/02_图解经营分析/【图解财务管理】从0到1搭建成本核算体系：成本核算的“人、制度、数据”三要素解析.md	【图解财务管理】从0到1搭建成本核算体系：成本核算的“人、制度、数据”三要素解析		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-90282029bafd	vault:processed/微信知识库/数据熊/02_财务管理/2025-06-17 财务岗位-日常任务工作流程清单.xlsx.md	财务岗位-日常任务工作流程清单.xlsx		K1+K4+K5+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-9039f535d1ac	vault:processed/微信知识库/木木自由/01_数据分析必备/2024-12-24 制造业数据分析指南：最全制造业数据指标体系、制造业分析思路、制造业数据架构设计、制造业数据治理···.md	制造业数据分析指南：最全制造业数据指标体系、制造业分析思路、制造业数据架构设计、制造业数据治理···		K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-905fb127573b	vault:processed/微信知识库/数据熊/02_财务管理/2025-03-21 预算的关键从来不是准不准确.md	预算的关键从来不是准不准确		K1+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-90a753dcdff2	vault:processed/微信知识库/木木自由/01_数据分析必备/2021-10-10 【原创】描述性分析思维的一些基本思路与见解.md	【原创】描述性分析思维的一些基本思路与见解		K2+K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-90b19a4cc176	vault:processed/微信知识库/木木自由/07_数据分析/2025-05-06 财务分析看结果，经营分析看动因 — 企业双维分析体系的核心区别与内在联系.md	财务分析看结果，经营分析看动因 — 企业双维分析体系的核心区别与内在联系		K2+K3+K4+K6+K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-90cd32f5339f	vault:processed/微信知识库/奔向自由的果/01_报表模板与看板/2026-08-26 财务报表分析管理总则（纲领性文件，明确分析定位与价值）.md	财务报表分析管理总则（纲领性文件，明确分析定位与价值）		K4+K5+K7	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-90daf0020f3c	vault:processed/微信知识库/数据熊/02_财务管理/2025-06-01 财务共享，到底在共享什么？.md	财务共享，到底在共享什么？		K2+K3+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-90f1f07d013a	vault:processed/微信知识库/数据熊/04_经营分析/2026-02-10 2026年经营计划模板.md	2026年经营计划模板		K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-90f7bd1efb8a	vault:processed/微信知识库/木木自由/07_数据分析/2024-06-13 数据分析工具基础指南：Python、Tableau、SAS和R···【67页 附下载】.md	数据分析工具基础指南：Python、Tableau、SAS和R···【67页 附下载】		K4+K5+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-90fc86c8b7dd	vault:processed/微信知识库/数据熊/02_财务管理/2025-05-08 八项规定下，业务招待费审核细则.md	八项规定下，业务招待费审核细则		K1+K4+K5+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-912fe1eca83b	vault:processed/微信知识库/奔向自由的果/02_图解经营分析/如何分析一家企业的资产负债表.md	如何分析一家企业的资产负债表		K1+K4	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-918a7bfd2f38	vault:processed/微信知识库/宸帆海财会咨询服务/09_税务/2026-07-09 财务人应具备的10种能力.md	财务人应具备的10种能力		K1+K4+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-91e7a2f90c33	vault:processed/微信知识库/木木自由/01_数据分析必备/2025-03-24 《描述性分析学习指南》：数据世界的“开胃菜”，哪些指标、主要方法、基本思路···.md	《描述性分析学习指南》：数据世界的“开胃菜”，哪些指标、主要方法、基本思路···		K2+K4+K5+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-924d7aee6069	vault:processed/微信知识库/木木自由/01_数据分析必备/2024-12-02 数据治理经典案例 埃x哲：大型央企数字化转型数据治理企业架构建设案例分享（附110页数据之道相关资料下载）.md	数据治理经典案例 | 埃x哲：大型央企数字化转型数据治理企业架构建设案例分享（附110页数据之道相关资料下载）		K4+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-92b332378cf7	vault:processed/微信知识库/数据熊/01_财务分析/2026-04-26 2026年4月财务分析报告.md	2026年4月财务分析报告			locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-92b85c3f343b	vault:processed/微信知识库/宸帆海财会咨询服务/09_税务/2025-08-30 劳务报酬税收筹划的6种方法.md	劳务报酬税收筹划的6种方法		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-92e55f92161c	vault:processed/微信知识库/木木自由/01_数据分析必备/2025-04-18 《企业指标设计方法指南》.md	《企业指标设计方法指南》		K4+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-92f1c43612d1	vault:processed/微信知识库/宸帆海财会咨询服务/06_国际贸易/2024-11-05 做Shopee跨境电商需要多少资金？.md	做Shopee跨境电商需要多少资金？		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-9328ae969e45	vault:processed/微信知识库/宸帆海财会咨询服务/02_企业所得税/2025-03-04 别等被罚才重视！企业所得税汇算清缴风险全解析.md	别等被罚才重视！企业所得税汇算清缴风险全解析		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-9386bac24792	vault:processed/微信知识库/宸帆海财会咨询服务/01_会计/2024-09-20 业务招待费在企业所得税汇算清缴时如何进行纳税调整？.md	业务招待费在企业所得税汇算清缴时如何进行纳税调整？		K1+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-93bb97d82f2c	vault:processed/微信知识库/数据熊/04_经营分析/2025-03-07 不会AI的财务，5年后会怎样？.md	不会AI的财务，5年后会怎样？		K4+K5+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-93c3d950ae9e	vault:processed/微信知识库/数据熊/02_财务管理/2025-07-01 上半年财务工作总结模板（附PPT模板）.md	上半年财务工作总结模板（附PPT模板）		K3+K4+K6+K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-9435587147e1	vault:processed/微信知识库/宸帆海财会咨询服务/01_会计/2025-09-18 成本核算常用公式（15个）.md	成本核算常用公式（15个）		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-946d752c8e91	vault:processed/微信知识库/奔向自由的果/03_财务职场进阶/2025-12-16 财务高手的6大特征--超越记账，财务高手的角色蜕变.md	财务高手的6大特征--超越记账，财务高手的角色蜕变		K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-947c78f2ac7f	vault:processed/微信知识库/奔向自由的果/01_报表模板与看板/2026-06-30 2026 年上半 年财务BP岗位 年中总结及EXCEL可视化报表.md	2026 年上半 年财务BP岗位 年中总结及EXCEL可视化报表		K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-9496bcd934e1	vault:processed/微信知识库/数据分析不是个事儿/05_入门精选/2020-12-01 “连数据透视表都不会做，我要你有什么用？”.md	“连数据透视表都不会做，我要你有什么用？”			locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-94b4cda5be8c	vault:processed/微信知识库/木木自由/01_数据分析必备/2024-08-15 全面认识数据要素（附相关材料下载）.md	全面认识数据要素（附相关材料下载）		K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-94e39752069d	vault:processed/微信知识库/宸帆海财会咨询服务/09_税务/2025-03-28 收藏！公司注册地址全解析.md	收藏！公司注册地址全解析		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-95a0ef1bf26d	vault:processed/微信知识库/数据熊/01_财务分析/2026-06-05 2026年5月费用分析报告.md	2026年5月费用分析报告		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-95b9e7ac326d	vault:processed/微信知识库/宸帆海财会咨询服务/02_企业所得税/2025-03-29 速看！企业财务必须精通的六大税种.md	速看！企业财务必须精通的六大税种		K4+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-95db279b1898	vault:processed/微信知识库/宸帆海财会咨询服务/01_会计/2024-07-03 融资租赁与经营租赁的区别有哪些？.md	融资租赁与经营租赁的区别有哪些？		K4+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-95f3157d1e20	vault:processed/微信知识库/数据熊/03_财务报表/2025-06-08 合并报表步骤详解：含案例详解，建议收藏.md	合并报表步骤详解：含案例详解，建议收藏		K1+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
wechat-96181c6ec9b2	vault:processed/微信知识库/数据分析不是个事儿/04_数据分析师/2024-01-03 为什么数据分析师需要函数？这篇文章带你读懂全部内涵！.md	为什么数据分析师需要函数？这篇文章带你读懂全部内涵！		K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	
